steps,updates,minutes,decisions_per_s,eps_mean,loss,q_mean,games,practice_score,practice_level
17507104,1091070,172.21,1464,0.0718,0.30786,19.244,12520,16300.8,3.93
17556704,1094170,172.71,1653,0.0718,0.31482,19.422,12555,15488.8,3.79
17607872,1097368,173.21,1705,0.0718,0.30468,19.314,12588,15012.3,3.76
17659952,1100623,173.71,1736,0.0718,0.31447,19.381,12625,15102.7,3.69
17710464,1103780,174.21,1683,0.0718,0.31855,19.584,12658,14989.4,3.59
17756176,1106637,174.71,1524,0.0718,0.31905,19.382,12692,15237.9,3.63
17808208,1109889,175.21,1734,0.0718,0.31303,19.659,12727,15011.3,3.55
17863216,1113327,175.71,1833,0.0718,0.32579,19.532,12762,15937.8,3.78
17915264,1116580,176.21,1735,0.0718,0.31045,19.378,12796,15547.8,3.74
17967456,1119842,176.71,1739,0.0718,0.30914,19.329,12827,15733.3,3.81
18014880,1122806,177.21,1581,0.0718,0.30516,19.449,12859,15791.6,3.83
18065808,1125989,177.71,1697,0.0718,0.31776,19.509,12890,16070.2,3.87
18117008,1129189,178.21,1707,0.0718,0.31905,19.232,12920,16121.9,3.89
18170624,1132540,178.71,1787,0.0718,0.31217,19.402,12957,16009.1,3.86
18223376,1135837,179.21,1758,0.0718,0.31292,19.45,12994,15622.1,3.84
18265584,1138475,179.71,1407,0.0718,0.30295,19.276,13020,15055.2,3.7
18317200,1141701,180.21,1720,0.0718,0.30031,19.542,13054,14945.5,3.71
18369504,1144970,180.71,1743,0.0718,0.30532,19.594,13089,15844.5,3.86
18421856,1148242,181.21,1745,0.0718,0.30547,19.452,13122,15402.9,3.79
18473568,1151474,181.71,1724,0.0718,0.29908,19.331,13157,15749.9,3.92
18519712,1154358,182.21,1538,0.0718,0.30228,19.281,13187,15207.4,3.75
18571152,1157573,182.71,1714,0.0718,0.3034,19.209,13223,15298.0,3.74
18623264,1160830,183.21,1737,0.0718,0.30104,19.664,13256,15706.1,3.77
18676464,1164155,183.71,1773,0.0718,0.3026,19.371,13290,15532.0,3.77
18729920,1167496,184.21,1782,0.0718,0.29848,19.512,13326,15900.3,3.84
18777728,1170484,184.71,1593,0.0718,0.31365,19.534,13356,15432.2,3.75
18830304,1173770,185.21,1753,0.0718,0.30237,19.997,13391,15607.5,3.81
18883136,1177072,185.71,1761,0.0718,0.30937,19.704,13429,15076.7,3.69
18934272,1180268,186.21,1704,0.0718,0.32916,19.741,13466,14404.6,3.48
18986208,1183514,186.71,1731,0.0718,0.32903,19.695,13501,15178.6,3.58
19030960,1186311,187.21,1492,0.0718,0.31321,19.728,13533,15422.3,3.67
19083056,1189567,187.71,1737,0.0718,0.30606,19.747,13568,14880.7,3.57
19134496,1192782,188.21,1715,0.0718,0.30433,19.439,13603,14467.5,3.56
19183216,1195827,188.71,1623,0.0718,0.30869,19.316,13636,15096.7,3.6
19233776,1198987,189.21,1685,0.0718,0.3153,19.618,13666,15814.3,3.81
19278544,1201785,189.71,1492,0.0718,0.325,19.645,13693,15534.0,3.76
19327536,1204847,190.21,1633,0.0718,0.31812,19.715,13728,16335.2,3.96
19377280,1207956,190.71,1658,0.0718,0.32487,19.708,13760,15653.8,3.81
19426208,1211014,191.21,1631,0.0718,0.33314,19.706,13790,15613.8,3.8
19476560,1214161,191.71,1678,0.0718,0.31932,19.786,13821,15396.9,3.78
19521808,1216989,192.21,1508,0.0718,0.30776,19.744,13851,15551.2,3.83
19570032,1220003,192.71,1607,0.0718,0.31433,19.903,13884,15750.1,3.93
19621456,1223217,193.21,1714,0.0718,0.3099,19.72,13918,15006.2,3.74
19673104,1226445,193.71,1721,0.0718,0.30981,19.659,13951,15225.0,3.77
19721536,1229472,194.21,1614,0.0718,0.31358,19.919,13980,15777.8,3.85
19765088,1232194,194.71,1452,0.0718,0.32655,19.671,14010,15774.3,3.9
19814192,1235263,195.21,1637,0.0718,0.32352,19.978,14044,15429.7,3.83
19858160,1238011,195.71,1465,0.0718,0.31034,20.042,14074,14655.3,3.65
19908752,1241173,196.21,1686,0.0718,0.31441,19.51,14106,14634.2,3.62
19957040,1244191,196.71,1609,0.0718,0.30815,19.851,14140,15191.1,3.69
20001952,1246998,197.21,1497,0.0718,0.31815,19.689,14171,15343.7,3.71
20050192,1250013,197.71,1608,0.0718,0.33039,19.493,14200,15754.9,3.77
20097792,1252988,198.21,1587,0.0718,0.32508,19.65,14230,16069.0,3.79
20145296,1255957,198.71,1583,0.0718,0.32047,19.585,14262,16211.3,3.82
20194592,1259038,199.21,1643,0.0718,0.33021,19.516,14292,16146.8,3.84
20242688,1262044,199.71,1603,0.0718,0.33098,19.566,14325,15752.4,3.75
20286608,1264789,200.21,1464,0.0718,0.32745,19.235,14353,15667.0,3.75
20337840,1267991,200.71,1708,0.0718,0.32573,19.457,14385,16445.3,4.0
20387360,1271086,201.21,1650,0.0718,0.31697,19.932,14417,15836.9,3.89
20435344,1274085,201.71,1599,0.0718,0.31531,20.046,14450,15499.7,3.8
20483904,1277120,202.21,1619,0.0718,0.31151,19.756,14485,14592.5,3.59
20526752,1279798,202.71,1428,0.0718,0.30744,19.867,14515,14809.9,3.63
20576096,1282882,203.21,1645,0.0718,0.31158,19.99,14551,14360.3,3.56
20627584,1286100,203.71,1716,0.0718,0.3157,19.576,14583,14731.4,3.64
20677120,1289196,204.21,1651,0.0718,0.32713,19.889,14615,15032.3,3.71
20726912,1292308,204.71,1659,0.0718,0.32076,19.956,14643,15655.1,3.86
20767600,1294851,205.21,1356,0.0718,0.33064,20.042,14674,16031.2,3.88
20812880,1297681,205.71,1509,0.0718,0.31872,19.593,14704,15428.1,3.74
20858688,1300544,206.21,1527,0.0718,0.33184,19.672,14736,15447.1,3.69
20899648,1303104,206.71,1365,0.0718,0.33531,19.77,14762,15474.2,3.64
20949440,1306216,207.21,1659,0.0718,0.32014,19.827,14791,15940.8,3.81
20997024,1309190,207.71,1586,0.0718,0.33088,19.992,14824,15607.0,3.83
21040144,1311885,208.22,1437,0.0718,0.32436,19.795,14856,15548.7,3.86
21087296,1314832,208.72,1571,0.0718,0.32587,19.609,14886,15221.0,3.73
21139008,1318064,209.22,1724,0.0718,0.33032,19.902,14922,15149.8,3.66
21187872,1321118,209.72,1629,0.0718,0.32319,19.256,14951,14771.3,3.59
21237040,1324191,210.22,1639,0.0718,0.31372,19.772,14983,15540.4,3.79
21279744,1326860,210.72,1423,0.0718,0.30569,19.688,15012,16307.4,3.91
21326032,1329753,211.22,1543,0.0718,0.30043,19.445,15038,16574.2,3.92
21376688,1332919,211.72,1689,0.0718,0.31161,19.584,15076,16225.6,3.86
21425232,1335953,212.22,1618,0.0718,0.31672,19.574,15107,15780.9,3.82
21476640,1339166,212.72,1714,0.0718,0.31661,19.849,15144,15418.6,3.77
21517216,1341702,213.22,1352,0.0718,0.31979,19.976,15172,15455.8,3.79
21565872,1344743,213.72,1622,0.0718,0.32073,19.545,15207,14896.6,3.64
21613088,1347694,214.22,1574,0.0718,0.32511,19.461,15238,14935.2,3.64
21660896,1350682,214.72,1593,0.0718,0.32024,19.417,15269,15470.9,3.73
21708112,1353633,215.22,1573,0.0718,0.31821,19.353,15295,16311.8,3.93
21751376,1356337,215.72,1442,0.0718,0.30457,19.716,15321,16743.0,4.01
21801072,1359443,216.22,1656,0.0718,0.30633,19.418,15353,16715.4,4.0
21852576,1362662,216.72,1716,0.0718,0.31448,20.022,15388,16151.5,3.9
21902992,1365813,217.22,1680,0.0718,0.31431,19.945,15422,15788.0,3.83
21952448,1368904,217.72,1648,0.0718,0.317,19.543,15449,15781.7,3.82
22000016,1371877,218.23,1545,0.0718,0.3006,19.83,15479,16097.1,3.89
22050208,1375014,218.73,1673,0.0718,0.29789,19.74,15514,16198.9,3.93
22098944,1378060,219.23,1625,0.0718,0.30347,19.941,15547,15840.9,3.86
22149392,1381213,219.73,1681,0.0718,0.30462,19.6,15575,15529.4,3.81
22200576,1384412,220.23,1706,0.0718,0.31343,19.767,15608,15906.8,3.9
22250016,1387502,220.78,1491,0.0718,0.32128,19.749,15644,16161.4,3.95
22301248,1390704,221.28,1708,0.0718,0.32931,19.601,15676,16253.6,3.97
22349632,1393728,221.78,1612,0.0718,0.32425,19.538,15705,15993.0,3.95
22401184,1396950,222.28,1718,0.0718,0.31426,19.824,15739,15603.3,3.99
22452256,1400142,222.78,1702,0.0718,0.30732,19.749,15771,15157.4,3.96
22500016,1403127,223.31,1502,0.0718,0.32267,19.686,15801,15301.0,3.9
22550432,1406278,223.81,1680,0.0718,0.31599,19.603,15830,15737.1,3.94
22601616,1409477,224.31,1706,0.0718,0.31637,19.704,15864,16224.1,4.0
22652464,1412655,224.81,1695,0.0718,0.32172,19.883,15896,16371.7,4.01
22703104,1415820,225.31,1688,0.0718,0.30726,19.803,15931,15917.8,3.87
22750016,1418752,225.84,1478,0.0718,0.31683,19.739,15958,16135.4,3.94
22800256,1421892,226.34,1674,0.0718,0.31112,19.495,15990,16101.9,3.91
22849456,1424967,226.84,1640,0.0718,0.30505,19.482,16024,16685.2,4.06
22901264,1428205,227.34,1726,0.0718,0.31995,19.931,16057,16211.0,3.94
22951904,1431370,227.84,1688,0.0718,0.32034,19.794,16088,16154.1,3.94
23000016,1434377,228.37,1528,0.0718,0.31814,19.232,16118,16026.9,3.9
23050656,1437542,228.87,1688,0.0718,0.30038,19.575,16151,15887.1,3.82
23100224,1440640,229.37,1652,0.0718,0.31332,19.651,16180,15982.4,3.88
23150224,1443765,229.87,1667,0.0718,0.31649,19.456,16215,15779.2,3.84
23200048,1446879,230.37,1661,0.0718,0.3032,19.675,16245,16257.1,3.98
23250016,1450002,230.9,1576,0.0718,0.29338,19.483,16280,15420.8,3.77
23298736,1453047,231.4,1624,0.0718,0.31285,19.643,16310,16051.5,3.93
23348480,1456156,231.9,1657,0.0718,0.2967,19.447,16344,15641.7,3.84
23398096,1459257,232.4,1654,0.0718,0.29637,19.223,16377,15771.4,3.83
23446944,1462310,232.9,1628,0.0718,0.29071,19.157,16407,15479.2,3.75
23495936,1465372,233.4,1632,0.0718,0.29854,19.423,16445,15438.5,3.73
23541568,1468224,233.9,1521,0.0718,0.29855,19.468,16473,15341.3,3.73
23593152,1471448,234.4,1719,0.0718,0.29764,19.252,16510,14457.6,3.64
23642304,1474520,234.9,1638,0.0718,0.29693,19.5,16544,14076.3,3.55
23692176,1477637,235.4,1662,0.0718,0.30354,19.637,16575,14610.9,3.58
23742224,1480765,235.9,1668,0.0718,0.31114,19.546,16608,15346.8,3.72
23786416,1483527,236.4,1473,0.0718,0.32242,19.902,16639,16292.0,3.84
23837792,1486738,236.9,1712,0.0718,0.32417,19.887,16675,15925.7,3.86
23888112,1489883,237.4,1677,0.0718,0.32762,19.816,16707,15532.0,3.78
23939584,1493100,237.9,1715,0.0718,0.31514,19.807,16740,15388.5,3.81
23990080,1496256,238.4,1683,0.0718,0.32082,19.94,16772,15864.8,3.88
24031216,1498827,238.9,1371,0.0718,0.31866,19.879,16801,16248.9,3.97
24082736,1502047,239.4,1717,0.0718,0.32074,19.599,16832,15832.1,3.85
24133856,1505242,239.9,1704,0.0718,0.32169,19.944,16863,15850.6,3.9
24183552,1508348,240.4,1656,0.0718,0.32369,19.622,16894,15979.9,3.91
24232400,1511401,240.9,1628,0.0718,0.31739,19.906,16928,16174.6,3.94
24278592,1514288,241.4,1539,0.0718,0.31798,19.694,16954,15989.3,3.92
24330912,1517558,241.9,1744,0.0718,0.30837,19.674,16988,15800.0,3.84
24378704,1520545,242.4,1593,0.0718,0.30831,19.575,17017,16826.1,4.07
24429728,1523734,242.9,1700,0.0718,0.31215,19.689,17050,16593.1,4.01
24480656,1526917,243.4,1697,0.0718,0.30825,19.981,17084,16301.4,3.91
24526176,1529762,243.9,1517,0.0718,0.31379,19.878,17113,15320.9,3.67
24575584,1532850,244.4,1647,0.0718,0.3105,19.484,17143,16358.2,3.86
24626304,1536020,244.9,1691,0.0718,0.30552,19.571,17172,16409.4,3.88
24677728,1539234,245.4,1714,0.0718,0.31727,19.767,17207,16708.8,3.97
24729280,1542456,245.9,1718,0.0718,0.31265,19.607,17238,16296.7,3.92
24773504,1545220,246.4,1474,0.0718,0.32262,19.937,17268,16338.5,3.99
24825136,1548447,246.9,1721,0.0718,0.31774,20.013,17302,16569.3,4.02
24876016,1551627,247.4,1696,0.0718,0.31657,19.494,17332,16323.8,3.99
24925408,1554714,247.9,1646,0.0718,0.30432,19.688,17362,16340.6,3.97
24977952,1557998,248.4,1751,0.0718,0.30911,19.698,17394,16156.4,3.97
25023040,1560816,248.9,1503,0.0718,0.30644,19.986,17424,16671.2,4.03
25075056,1564067,249.4,1734,0.0718,0.30095,19.866,17460,15858.3,3.81
25126800,1567301,249.9,1725,0.0718,0.30677,19.649,17493,15430.2,3.7
25177632,1570478,250.4,1694,0.0718,0.3086,19.92,17530,15085.7,3.71
25230464,1573780,250.9,1761,0.0718,0.30264,19.91,17561,15733.2,3.86
25276272,1576643,251.4,1527,0.0718,0.3078,19.749,17591,16039.9,3.88
25325984,1579750,251.9,1657,0.0718,0.30008,19.795,17620,16743.6,4.03
25378240,1583016,252.4,1742,0.0718,0.30788,20.053,17655,16966.6,4.1
25431872,1586368,252.9,1787,0.0718,0.31489,19.841,17687,17144.6,4.17
25484288,1589644,253.4,1747,0.0718,0.32064,19.923,17719,16185.2,4.01
25532144,1592635,253.9,1595,0.0718,0.31453,19.954,17752,15694.4,3.89
25583568,1595849,254.4,1714,0.0718,0.32699,19.812,17792,15281.8,3.73
25634832,1599053,254.9,1709,0.0718,0.31322,19.685,17823,15191.3,3.64
25685328,1602209,255.4,1683,0.0718,0.3094,20.035,17855,15747.1,3.75
25735648,1605354,255.9,1677,0.0718,0.30212,20.168,17888,15897.0,3.82
25781712,1608233,256.4,1535,0.0718,0.30467,20.059,17917,16215.7,3.92
25832080,1611381,256.9,1679,0.0718,0.29654,20.098,17952,16021.5,3.9
25881168,1614449,257.4,1636,0.0718,0.30678,20.183,17980,15525.2,3.79
25932256,1617642,257.9,1702,0.0718,0.31207,19.937,18014,16614.4,4.04
25981776,1620737,258.4,1650,0.0718,0.30949,20.091,18045,17191.7,4.11
26027280,1623581,258.9,1517,0.0718,0.30917,19.892,18073,17172.7,4.06
26075504,1626595,259.4,1607,0.0718,0.30958,19.518,18106,16263.9,3.85
26124368,1629649,259.9,1628,0.0718,0.31467,19.499,18140,15275.9,3.69
26173472,1632718,260.4,1636,0.0718,0.30977,19.896,18169,15575.0,3.8
26224448,1635904,260.9,1699,0.0718,0.29924,19.842,18203,15800.9,3.86
26269616,1638727,261.4,1505,0.0718,0.31726,19.614,18228,16455.0,4.02
26320640,1641916,261.9,1701,0.0718,0.30583,19.612,18260,16895.8,4.03
26372528,1645159,262.4,1729,0.0718,0.29858,19.614,18293,16576.6,4.02
26424544,1648410,262.9,1734,0.0718,0.3009,19.453,18323,17023.2,4.06
26473280,1651456,263.4,1624,0.0718,0.30179,19.538,18356,16321.3,3.88
26518208,1654264,263.9,1497,0.0718,0.29799,19.705,18385,17164.5,4.0
26564320,1657146,264.4,1537,0.0718,0.29913,19.342,18414,16492.3,3.82
26614368,1660274,264.9,1668,0.0718,0.29585,19.633,18445,16818.4,3.87
26664432,1663403,265.4,1669,0.0718,0.30562,19.757,18480,16310.8,3.82
26713312,1666458,265.9,1629,0.0718,0.3137,19.806,18508,16654.1,3.9
26758720,1669296,266.4,1513,0.0718,0.31451,19.585,18539,16518.8,3.92
26807344,1672335,266.9,1620,0.0718,0.311,19.882,18575,16033.5,3.79
26859072,1675568,267.4,1724,0.0718,0.30942,19.69,18602,16265.6,3.81
26909056,1678692,267.9,1666,0.0718,0.29734,19.548,18638,15726.9,3.69
26957760,1681736,268.4,1623,0.0718,0.30162,19.618,18670,15888.6,3.73
27003440,1684591,268.9,1523,0.0718,0.32063,19.951,18700,15388.2,3.64
27053680,1687731,269.4,1674,0.0718,0.30673,19.933,18731,15823.4,3.76
27103888,1690869,269.9,1674,0.0718,0.30276,19.752,18762,16102.1,3.87
27153712,1693983,270.4,1660,0.0718,0.30259,19.654,18794,16727.5,4.01
27203888,1697119,270.9,1672,0.0718,0.30545,19.834,18827,16276.5,3.88
27250480,1700031,271.4,1553,0.0718,0.30906,19.739,18860,16080.5,3.79
27302704,1703295,271.9,1740,0.0718,0.30528,19.914,18894,15833.1,3.72
27352224,1706390,272.4,1650,0.0718,0.30696,19.679,18929,16032.4,3.74
27403248,1709579,272.9,1700,0.0718,0.305,19.784,18967,15466.6,3.64
27455152,1712823,273.4,1729,0.0718,0.30966,19.777,19004,14977.0,3.56
27500112,1715633,273.9,1498,0.0718,0.31386,19.622,19032,15101.5,3.6
27548256,1718642,274.4,1604,0.0718,0.30342,19.78,19064,15493.7,3.67
27598480,1721781,274.9,1674,0.0718,0.31175,19.435,19096,15763.1,3.74
27649792,1724988,275.4,1710,0.0718,0.30875,19.752,19134,15362.6,3.67
27699888,1728119,275.9,1669,0.0718,0.30191,20.041,19165,15707.1,3.75
27749280,1731206,276.4,1646,0.0718,0.31383,19.783,19198,15483.4,3.65
27793440,1733966,276.9,1472,0.0718,0.31079,19.476,19229,15817.8,3.67
27842768,1737049,277.4,1644,0.0718,0.31981,19.679,19263,15947.9,3.69
27892848,1740179,277.9,1669,0.0718,0.32227,19.709,19293,15994.0,3.73
27944272,1743393,278.4,1714,0.0718,0.3109,19.853,19328,16289.5,3.84
27994224,1746515,278.9,1665,0.0718,0.31675,19.577,19359,16068.8,3.77
28037520,1749221,279.4,1443,0.0718,0.30977,19.904,19390,16054.6,3.71
28084752,1752173,279.9,1574,0.0718,0.3126,19.89,19422,15924.4,3.7
28135760,1755361,280.4,1700,0.0718,0.3148,19.793,19453,15748.5,3.64
28186880,1758556,280.9,1704,0.0718,0.30966,19.948,19483,16200.2,3.84
28236576,1761662,281.4,1656,0.0718,0.31123,19.719,19521,15630.8,3.78
28283360,1764586,281.9,1559,0.0718,0.32115,20.122,19549,15806.5,3.8
28333120,1767696,282.4,1658,0.0718,0.31135,20.057,19583,15618.4,3.74
28383024,1770815,282.9,1663,0.0718,0.30493,20.019,19618,15930.7,3.82
28432112,1773883,283.4,1636,0.0718,0.31068,20.018,19645,16714.5,3.98
28482288,1777019,283.9,1672,0.0718,0.31628,19.674,19676,16812.9,3.96
28525664,1779730,284.4,1446,0.0718,0.30868,19.802,19705,16905.7,3.9
28575472,1782843,284.9,1660,0.0718,0.31268,19.757,19734,17490.4,3.97
28626256,1786017,285.4,1693,0.0718,0.32198,19.86,19769,17340.6,3.98
28675248,1789079,285.9,1633,0.0718,0.30699,20.228,19802,16612.3,3.86
28724576,1792162,286.4,1644,0.0718,0.30699,20.158,19832,17055.6,3.93
28769152,1794948,286.9,1486,0.0718,0.33084,20.075,19859,16994.2,3.9
28818400,1798026,287.4,1641,0.0718,0.31507,20.156,19893,16638.4,3.79
28866816,1801052,287.91,1614,0.0718,0.32631,20.241,19927,15889.4,3.64
28913808,1803989,288.41,1566,0.0718,0.32443,20.207,19952,16756.8,3.81
28962944,1807060,288.91,1638,0.0718,0.30871,20.265,19986,16875.2,3.81
29006800,1809801,289.41,1462,0.0718,0.31191,20.127,20012,17610.3,3.98
29056000,1812876,289.91,1640,0.0718,0.30575,20.463,20043,17846.8,4.0
29106544,1816035,290.41,1685,0.0718,0.319,20.336,20074,17593.7,3.99
29157776,1819237,290.91,1707,0.0718,0.31736,20.352,20104,17515.2,4.06
29209264,1822455,291.41,1716,0.0718,0.30574,20.337,20138,17251.2,4.05
29254448,1825279,291.91,1506,0.0718,0.3139,20.402,20170,16962.0,3.98
29304960,1828436,292.41,1683,0.0718,0.31786,20.485,20200,16867.6,3.91
29354512,1831533,292.91,1651,0.0718,0.31751,20.345,20234,16104.1,3.73
29405760,1834736,293.41,1708,0.0718,0.30827,20.528,20268,16160.3,3.74
29456176,1837887,293.91,1680,0.0718,0.30074,20.217,20300,16110.5,3.69
29500016,1840627,294.43,1390,0.0718,0.30261,20.351,20325,16313.9,3.79
29547968,1843624,294.93,1598,0.0718,0.31098,20.633,20360,16059.8,3.75
29596912,1846683,295.43,1630,0.0718,0.31857,20.782,20396,15663.2,3.76
29645600,1849726,295.93,1623,0.0718,0.31012,20.434,20430,15339.3,3.61
29691232,1852578,296.43,1521,0.0718,0.30221,20.51,20459,15876.9,3.7
29738096,1855507,296.93,1562,0.0718,0.30286,20.265,20489,16151.5,3.75
29779264,1858080,297.43,1372,0.0718,0.31034,20.702,20519,16401.1,3.82
29827296,1861082,297.93,1601,0.0718,0.30039,20.773,20551,15971.0,3.78
29874400,1864026,298.43,1570,0.0718,0.29878,20.468,20584,15778.8,3.72
29920928,1866934,298.93,1551,0.0718,0.30957,20.483,20612,15744.7,3.7
29968272,1869893,299.43,1578,0.0718,0.3098,20.379,20639,16741.2,3.93
30085888,1874120,0.5,2863,0.0718,0.27637,20.578,48,15419.8,3.6
30133872,1877119,1.0,1599,0.0718,0.27344,20.576,83,15983.9,3.75
30172992,1879564,1.5,1304,0.0718,0.28496,20.08,106,16309.7,3.86
30219488,1882470,2.0,1550,0.0718,0.28918,20.091,137,16188.3,3.81
30260576,1885038,2.5,1369,0.0718,0.30518,19.823,163,15657.0,3.72
30309696,1888108,3.0,1637,0.0718,0.30077,20.11,195,16671.4,3.89
30358736,1891173,3.5,1635,0.0718,0.2975,19.954,221,16834.3,3.91
30407808,1894240,4.0,1636,0.0718,0.29306,20.044,252,17746.4,4.08
30456784,1897301,4.5,1632,0.0718,0.29454,20.053,283,17501.6,4.02
30500016,1900003,5.01,1426,0.0718,0.3006,20.038,311,16599.9,3.9
30549296,1903083,5.51,1642,0.0718,0.30617,19.992,342,16681.5,3.91
30599392,1906214,6.01,1670,0.0718,0.31368,19.638,374,16751.2,3.92
30648080,1909257,6.51,1623,0.0718,0.31288,19.773,406,16341.0,3.81
30697888,1912370,7.01,1660,0.0718,0.3015,19.561,438,15678.4,3.65
30746256,1915393,7.51,1612,0.0718,0.29334,19.591,465,16538.4,3.82
30789952,1918124,8.01,1456,0.0718,0.30231,19.422,494,16528.1,3.85
30833344,1920836,8.51,1446,0.0718,0.30257,19.893,521,17165.7,3.98
30879264,1923706,9.01,1531,0.0718,0.30292,19.986,551,17142.8,3.96
30926288,1926645,9.51,1567,0.0718,0.29556,20.084,581,16636.7,3.88
30970432,1929404,10.01,1471,0.0718,0.29751,19.98,611,16161.5,3.77
31009264,1931831,10.51,1294,0.0718,0.30214,19.674,632,16291.0,3.81
31052176,1934513,11.01,1430,0.0718,0.30784,19.722,663,16922.8,3.91
31095616,1937228,11.51,1448,0.0718,0.30557,19.69,692,16492.1,3.83
31137280,1939832,12.01,1388,0.0718,0.29731,19.811,719,16314.2,3.78
31178592,1942414,12.51,1377,0.0718,0.31203,19.783,749,15710.3,3.64
31219904,1944996,13.01,1377,0.0718,0.30472,19.675,775,15891.7,3.7
31256992,1947314,13.51,1236,0.0718,0.29914,20.086,797,15920.4,3.74
31299056,1949943,14.01,1402,0.0718,0.30537,19.74,824,16215.2,3.81
31342784,1952676,14.51,1457,0.0718,0.31733,19.884,856,16320.1,3.84
31381696,1955108,15.01,1297,0.0718,0.31665,19.857,880,15999.1,3.77
31426224,1957891,15.51,1484,0.0718,0.31859,19.514,905,15940.7,3.77
31469872,1960619,16.01,1455,0.0718,0.32559,20.07,933,16320.1,3.85
31508768,1963050,16.51,1296,0.0718,0.32954,19.535,954,16453.2,3.93
31553920,1965872,17.01,1504,0.0718,0.31925,19.753,987,17167.1,4.07
31597696,1968608,17.51,1459,0.0718,0.31779,19.73,1017,16133.1,3.88
31639664,1971231,18.01,1399,0.0718,0.31855,19.701,1044,16229.7,3.85
31684224,1974016,18.51,1485,0.0718,0.33159,20.088,1072,15762.7,3.78
31726688,1976670,19.01,1415,0.0718,0.32412,19.915,1100,15714.1,3.75
31766720,1979172,19.51,1334,0.0718,0.32045,19.517,1124,16513.1,3.88
31809888,1981870,20.01,1438,0.0718,0.31123,19.45,1150,17021.4,3.95
31853568,1984600,20.51,1456,0.0718,0.31641,19.835,1176,16872.0,3.91
31898304,1987396,21.01,1491,0.0718,0.31733,19.832,1209,16993.8,3.99
31943104,1990196,21.51,1493,0.0718,0.32031,19.546,1236,16339.5,3.87
31987344,1992961,22.01,1475,0.0718,0.32137,19.654,1267,15589.2,3.7
32024784,1995301,22.51,1248,0.0718,0.31021,19.919,1290,15478.8,3.64
32067088,1997945,23.01,1410,0.0718,0.30253,19.964,1318,16885.1,3.9
32107808,2000490,23.51,1357,0.0718,0.30322,19.531,1339,17410.0,4.04
32148480,2003032,24.01,1356,0.0718,0.29608,19.901,1366,17224.9,4.03
32191056,2005693,24.51,1419,0.0718,0.30426,19.627,1393,17514.1,4.09
32233184,2008326,25.01,1404,0.0718,0.31133,19.963,1423,16267.4,3.87
32269568,2010600,25.51,1213,0.0718,0.31757,19.79,1447,16217.8,3.91
32308752,2013049,26.01,1306,0.0718,0.30148,19.93,1472,15905.1,3.84
32351632,2015729,26.51,1429,0.0718,0.29956,19.958,1500,15662.1,3.81
32395536,2018473,27.01,1463,0.0718,0.30562,19.881,1532,15973.5,3.8
32438400,2021152,27.51,1428,0.0718,0.30716,19.665,1558,16053.5,3.75
32481168,2023825,28.01,1424,0.0718,0.30376,19.967,1587,16467.5,3.81
32515696,2025983,28.51,1150,0.0718,0.29228,19.869,1610,16443.1,3.77
32557440,2028592,29.01,1391,0.0718,0.3028,19.852,1635,17168.9,3.95
32600960,2031312,29.51,1451,0.0718,0.30475,19.833,1662,17169.6,3.94
32644576,2034038,30.01,1454,0.0718,0.30641,19.51,1689,16889.1,3.91
32686288,2036645,30.51,1390,0.0718,0.30829,19.905,1718,16647.6,3.87
32727984,2039251,31.01,1390,0.0718,0.30601,19.721,1746,16555.7,3.84
32764256,2041518,31.51,1209,0.0718,0.30993,19.581,1767,16197.9,3.79
32806880,2044182,32.01,1421,0.0718,0.31308,19.501,1794,16268.1,3.83
32848608,2046790,32.51,1391,0.0718,0.31684,19.307,1821,16760.9,3.99
32889472,2049344,33.01,1362,0.0718,0.31399,19.698,1849,16200.2,3.84
32933536,2052098,33.51,1469,0.0718,0.30196,19.581,1876,16004.9,3.77
32971376,2054463,34.01,1261,0.0718,0.31116,19.739,1899,16892.8,3.92
33007536,2056723,34.51,1205,0.0718,0.30847,20.042,1929,15823.7,3.7
33051040,2059442,35.01,1450,0.0718,0.30646,19.512,1955,16150.1,3.84
33095616,2062228,35.51,1486,0.0718,0.30811,19.813,1983,16121.9,3.79
33136416,2064778,36.01,1360,0.0718,0.31381,19.987,2012,16438.9,3.79
33180192,2067514,36.51,1459,0.0718,0.31774,19.748,2043,16810.5,3.82
33220688,2070045,37.01,1350,0.0718,0.311,19.86,2069,16028.5,3.69
33260016,2072503,37.51,1311,0.0718,0.31761,19.747,2094,16109.2,3.69
33304688,2075295,38.01,1489,0.0718,0.31437,19.978,2125,16585.2,3.84
33347104,2077946,38.51,1413,0.0718,0.31308,19.626,2149,16438.1,3.81
33389984,2080626,39.01,1429,0.0718,0.31584,19.957,2176,16682.5,3.84
33431856,2083243,39.51,1396,0.0718,0.31369,19.729,2201,16885.6,3.95
33476352,2086024,40.01,1482,0.0718,0.30697,19.836,2232,16696.1,3.95
33509552,2088099,40.51,1106,0.0718,0.30838,20.017,2254,16610.3,3.91
33552016,2090753,41.01,1415,0.0718,0.30801,19.99,2284,16083.0,3.8
33592112,2093259,41.51,1336,0.0718,0.30279,19.842,2308,16603.0,3.81
33635968,2096000,42.01,1461,0.0718,0.30603,20.188,2338,16454.1,3.76
33677264,2098581,42.51,1376,0.0718,0.31607,19.882,2363,16818.4,3.81
33720272,2101269,43.01,1433,0.0718,0.31151,19.895,2393,17212.7,3.97
